,PB110_D1,PB122_E_S47_L005_R1_001,PB149_E,PB205_D1_GTGGCC_L004_R1,PB214_B6_CAACTA_L001_R1,PNIBD01_D_S22_L002_R1_001,PNIBD47_G,PNIBD51_D
hsa-mir-195-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-195-5p_+_1,0,0,0,0,0,18.12176155,0,0
hsa-mir-195-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-195-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-195-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-196a-1-5p,695.7395349,614.3614061,1247.898938,467.5451383,216.6918571,1097.876721,459.3286984,219.1871265
hsa-mir-196a-1-5p_-_1,0,0,0,0,0,15.10146796,0,0
hsa-mir-196a-1-5p_+_1,281.0603419,158.544879,221.258677,0,0,131.3827713,173.800048,119.5566145
hsa-mir-196a-1-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-196a-1-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-196a-1-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-196a-2-3p,0,0,0,0,0,0,0,0
hsa-mir-196a-2-3p_-_1,0,0,0,0,16.73636294,0,0,0
hsa-mir-196a-2-5p,2276.128015,1307.995252,4855.890431,1279.59722,813.9157558,3634.923338,2379.405419,787.7452486
hsa-mir-196a-2-5p_-_1,0,0,0,0,0,15.10146796,0,0
hsa-mir-196a-2-5p_+_1,0,39.63621975,109.1542807,0,0,57.38557825,0,50.47945944
hsa-mir-196a-2-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_3,0,0,39.82656186,0,0,0,0,0
hsa-mir-196a-2-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-196a-2-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-196b-3p,0,0,20.65080985,0,0,0,57.93334934,0
hsa-mir-196b-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-196b-5p,2101.041244,1367.449581,4237.841193,1368.799911,684.4291583,14559.32526,2958.738913,4096.806656
hsa-mir-196b-5p_-_1,0,0,29.50115693,0,0,0,0,0
hsa-mir-196b-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_2,0,0,0,0,0,18.12176155,0,0
hsa-mir-196b-5p_+_3,0,0,0,0,0,0,0,14.6124751
hsa-mir-196b-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_5,0,0,20.65080985,0,0,0,0,0
hsa-mir-196b-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-196b-5p_+_8,0,0,0,0,0,24.16234874,0,0
hsa-mir-197-3p,258.022609,234.5143002,575.2725602,126.1141491,214.9301346,582.9166633,256.5619757,613.7239542
hsa-mir-197-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-197-3p_-_8,0,0,0,0,0,0,0,0
hsa-mir-197-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-197-3p_+_2,0,0,0,0,0,24.16234874,0,0
hsa-mir-197-5p,0,0,0,0,0,0,0,0
hsa-mir-197-5p_-_1,0,0,0,0,0,0,0,15.94088193
hsa-mir-1973_+_2,0,0,0,0,0,0,0,0
hsa-mir-1976,0,0,35.40138832,0,0,0,0,42.50901848
hsa-mir-1976_-_1,0,0,0,0,0,25.67249553,0,0
hsa-mir-1976_+_1,0,0,41.30161971,36.91145828,0,24.16234874,0,37.19539117
hsa-mir-1976_+_2,0,0,0,0,0,0,0,15.94088193
hsa-mir-1976_+_8,0,0,0,0,0,0,0,0
hsa-mir-199a-1-3p,14306.43216,11296.32263,7718.977712,18886.36282,26361.53336,10130.06471,5073.306164,8152.4327
hsa-mir-199a-1-3p_-_1,2695.414754,3369.078679,2483.997414,4063.336366,5810.160525,3021.803739,1431.781348,2090.912346
hsa-mir-199a-1-3p_-_2,0,0,0,0,13.21291811,0,0,0
hsa-mir-199a-1-3p_-_4,0,0,0,0,24.66411381,0,0,0
hsa-mir-199a-1-3p_+_1,1156.494194,1436.812966,694.7522458,2036.282115,2947.361601,1052.572317,748.9954451,988.3346796
hsa-mir-199a-1-3p_+_2,0,59.45432962,0,70.74696171,102.1799001,61.91601864,0,19.92610241
hsa-mir-199a-1-3p_+_3,0,0,0,0,11.4511957,0,0,0
hsa-mir-199a-1-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-199a-1-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-199a-1-5p,2303.773294,3517.714503,1880.698754,3454.297304,6824.912636,2496.272654,1899.386239,3509.650838
hsa-mir-199a-1-5p_+_1,0,0,0,39.98741314,59.89856211,15.10146796,0,31.88176386
hsa-mir-199a-1-5p_+_2,0,36.33320144,0,0,47.56650521,18.12176155,0,0
hsa-mir-199a-1-5p_+_3,0,0,0,0,34.3535871,18.12176155,0,0
hsa-mir-199a-1-5p_+_4,0,0,0,0,15.85550174,0,0,0
hsa-mir-199a-1-5p_+_5,0,0,0,0,18.49808536,0,0,0
hsa-mir-199a-1-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-199a-1-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-199a-2-3p,14393.97554,11428.44336,7856.158091,19046.31247,26812.5343,10205.57205,5214.001441,8306.527892
hsa-mir-199a-2-3p_-_1,2695.414754,3378.987734,2483.997414,4081.792095,5820.73086,3021.803739,1460.748023,2100.211194
hsa-mir-199a-2-3p_-_2,0,0,0,0,16.73636294,0,0,0
hsa-mir-199a-2-3p_-_5,0,0,0,0,0,0,0,0
hsa-mir-199a-2-3p_-_7,0,0,0,0,0,0,0,0
hsa-mir-199a-2-3p_+_1,1184.139473,1443.419003,730.1536341,2070.117619,3114.72523,1066.163638,806.9287944,1033.500512
hsa-mir-199a-2-3p_+_2,0,59.45432962,0,70.74696171,104.8224837,61.91601864,0,19.92610241
hsa-mir-199a-2-3p_+_3,0,0,0,0,11.4511957,0,0,0
hsa-mir-199a-2-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-199a-2-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-199a-2-5p,2303.773294,3530.926576,1880.698754,3454.297304,6825.793497,2496.272654,1899.386239,3509.650838
hsa-mir-199a-2-5p_+_1,0,0,0,39.98741314,59.89856211,15.10146796,0,31.88176386
hsa-mir-199a-2-5p_+_2,0,36.33320144,0,0,47.56650521,18.12176155,0,0
hsa-mir-199a-2-5p_+_3,0,0,0,0,34.3535871,18.12176155,0,0
hsa-mir-199a-2-5p_+_4,0,0,0,0,15.85550174,0,0,0
hsa-mir-199a-2-5p_+_5,0,0,0,0,18.49808536,0,0,0
hsa-mir-199a-2-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-199a-2-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-199b-3p,14306.43216,11296.32263,7718.977712,18886.36282,26361.53336,10130.06471,5073.306164,8152.4327
hsa-mir-199b-3p_-_1,2695.414754,3369.078679,2483.997414,4063.336366,5810.160525,3021.803739,1431.781348,2090.912346
hsa-mir-199b-3p_-_2,0,0,0,0,13.21291811,0,0,0
hsa-mir-199b-3p_+_1,1156.494194,1436.812966,694.7522458,2036.282115,2947.361601,1052.572317,748.9954451,988.3346796
hsa-mir-199b-3p_+_2,0,59.45432962,0,70.74696171,102.1799001,61.91601864,0,19.92610241
hsa-mir-199b-3p_+_3,0,0,0,0,11.4511957,0,0,0
hsa-mir-199b-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-199b-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-199b-5p,4414.029632,3606.895997,2274.5392,5435.212232,5012.100271,2298.443424,1150.390794,4290.754052
hsa-mir-199b-5p_+_1,0,0,26.55104124,0,22.02153019,0,0,0
hsa-mir-199b-5p_+_2,0,0,19.17575201,0,10.57033449,0,0,0
hsa-mir-199b-5p_+_3,0,0,0,0,10.57033449,0,0,0
hsa-mir-199b-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-199b-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-19a-3p,1179.531927,1516.085405,1042.865898,307.5954857,703.8081048,910.6185181,1733.862384,568.5581221
hsa-mir-19a-3p_-_1,50.68301247,66.06036625,26.55104124,0,40.51961555,58.89572505,66.20954211,14.6124751
hsa-mir-19a-3p_-_6,0,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-19a-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-19a-5p,0,0,0,0,0,0,0,0
hsa-mir-19a-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-19b-1-3p,2151.724257,3035.473829,2256.838505,652.1024297,2323.711866,1911.845844,2656.657877,1331.063641
hsa-mir-19b-1-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_2,0,0,0,0,0,18.12176155,0,0
hsa-mir-19b-1-3p_+_4,0,0,25.07598339,0,0,0,0,0
hsa-mir-19b-1-3p_+_5,0,0,0,0,14.09377932,0,0,0
hsa-mir-19b-1-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-19b-1-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-19b-1-5p,0,0,0,0,0,0,0,0
hsa-mir-19b-2-3p,2216.229909,3065.200994,2293.714952,673.6341137,2339.567367,1919.396578,2673.210263,1331.063641
hsa-mir-19b-2-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_2,0,0,0,0,0,18.12176155,0,0
hsa-mir-19b-2-3p_+_4,0,0,25.07598339,0,0,0,0,0
hsa-mir-19b-2-3p_+_5,0,0,0,0,14.09377932,0,0,0
hsa-mir-19b-2-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-19b-2-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-200a-3p,6339.984106,3111.44325,8329.65166,2676.080726,19.37894657,4720.718885,10039.02182,1843.828676
hsa-mir-200a-3p_-_1,0,0,29.50115693,0,0,16.61161476,0,0
hsa-mir-200a-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_1,64.50565224,0,0,0,0,51.34499107,70.34763849,0
hsa-mir-200a-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_3,0,0,0,0,0,0,0,14.6124751
hsa-mir-200a-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-200a-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-200a-5p,400.8565532,313.7867397,691.8021301,246.0763886,0,634.2616544,384.8429635,220.5155333
hsa-mir-200a-5p_-_3,0,0,0,0,0,0,0,0
hsa-mir-200a-5p_+_1,0,0,0,0,0,52.85513787,0,0
hsa-mir-200a-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-200a-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-200b-3p,27861.83422,12059.31986,29632.43708,13155.85892,68.70717419,129063.1858,21187.05347,31849.88209
hsa-mir-200b-3p_-_1,0,0,16.22563631,0,0,57.38557825,49.65715658,27.89654337
hsa-mir-200b-3p_-_7,0,0,0,0,0,0,0,0
hsa-mir-200b-3p_+_1,3040.980748,1000.814549,3194.975296,1584.116751,0,7206.420511,2830.457925,1750.840198
hsa-mir-200b-3p_+_2,304.0980748,115.6056409,309.7621478,147.6458331,0,800.377802,302.0810359,163.3940398
hsa-mir-200b-3p_+_3,69.11319883,0,51.62702463,0,0,75.50733981,0,31.88176386
hsa-mir-200b-3p_+_4,0,0,0,0,0,84.56822058,0,0
hsa-mir-200b-3p_+_5,0,0,0,0,0,49.83484427,0,0
hsa-mir-200b-3p_+_6,0,0,38.35150401,0,0,72.48704622,0,0
hsa-mir-200b-3p_+_7,0,0,0,0,0,30.20293592,0,0
hsa-mir-200b-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-200b-5p,216.5546897,198.1810987,247.8097182,119.9622394,0,1011.798353,219.3191082,233.7996016
hsa-mir-200b-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_1,55.29055906,0,30.97621478,0,0,138.9335052,0,33.21017068
hsa-mir-200b-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-200b-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-200c-3p,2299.165748,640.7855526,2032.629713,910.4826376,15.85550174,2633.696012,1580.752818,653.5761591
hsa-mir-200c-3p_-_1,0,0,0,0,0,22.65220194,0,0
hsa-mir-200c-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-200c-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-200c-5p,0,0,0,0,0,0,0,0
hsa-mir-202-3p,0,0,0,0,0,0,0,14.6124751
hsa-mir-202-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-202-5p,0,0,0,0,19.37894657,22.65220194,0,0
hsa-mir-203,949.1545972,1007.420585,1839.397135,1322.660588,50.20908883,2218.405644,1684.205227,587.1558177
hsa-mir-203_-_1,0,0,0,0,0,45.30440388,0,0
hsa-mir-203_-_2,0,0,17.70069416,0,0,0,0,0
hsa-mir-203_+_1,598.9810565,845.572688,1964.777052,498.3046868,0,4438.321434,591.7477826,747.8930438
hsa-mir-203_+_2,0,0,0,0,0,0,0,0
hsa-mir-203_+_3,0,0,0,0,0,0,0,0
hsa-mir-203_+_4,0,0,0,0,0,0,0,0
hsa-mir-203_+_5,0,0,0,0,0,0,0,0
hsa-mir-203_+_6,0,0,0,0,0,0,0,0
hsa-mir-203_+_7,0,0,0,0,0,0,0,0
hsa-mir-204-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-204-5p,129.0113045,72.66640287,147.5057847,0,853.5545101,770.174866,45.5190602,649.5909386
hsa-mir-204-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-204-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-204-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-205-3p,0,0,0,0,0,0,0,0
hsa-mir-205-5p,0,0,0,89.20269085,0,0,0,0
hsa-mir-205-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-205-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-205-5p_+_2,0,0,25.07598339,0,0,0,0,0
hsa-mir-205-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-205-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-205-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-208b,0,0,0,0,0,0,0,0
hsa-mir-20a-3p,0,0,0,0,12.33205691,0,0,0
hsa-mir-20a-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-20a-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-20a-5p,958.3696904,531.7859483,454.3178168,587.5073777,434.2645753,492.3078555,984.8669388,310.8471976
hsa-mir-20a-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-20a-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-20b-3p,0,0,0,0,0,0,0,0
hsa-mir-20b-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-20b-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-20b-5p,0,0,0,46.13932285,51.08995004,0,211.0429155,13.28406827
hsa-mir-21-3p,15098.93017,23613.27792,15496.95774,15342.86283,3320.846753,4717.698591,8152.049872,5686.909628
hsa-mir-21-3p_-_1,0,39.63621975,23.60092555,0,10.57033449,0,0,0
hsa-mir-21-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-21-3p_-_3,0,69.36338456,44.2517354,0,9.689473283,33.22322952,0,0
hsa-mir-21-3p_-_4,0,66.06036625,50.15196679,36.91145828,0,0,0,0
hsa-mir-21-3p_-_5,0,0,0,0,0,0,0,0
hsa-mir-21-3p_-_6,0,0,16.22563631,0,0,16.61161476,0,0
hsa-mir-21-3p_-_7,0,0,0,0,0,39.2638167,0,0
hsa-mir-21-3p_-_8,0,0,0,0,0,0,0,0
hsa-mir-21-3p_+_1,175.0867704,241.1203368,238.9593712,193.785156,17.61722415,18.12176155,0,30.55335703
hsa-mir-21-3p_+_2,133.6188511,145.3328057,63.42748741,116.8862846,22.02153019,0,0,0
hsa-mir-21-3p_+_3,0,39.63621975,0,0,0,0,0,0
hsa-mir-21-3p_+_4,0,42.93923806,0,0,0,0,0,0
hsa-mir-21-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-21-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-21-3p_+_7,0,0,0,33.83550343,12.33205691,0,0,31.88176386
hsa-mir-21-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-21-5p,491224.3644,641819.3973,418178.8995,578783.9697,155275.5711,146457.0566,202568.0941,138515.6367
hsa-mir-21-5p_-_1,769.4602803,1119.723208,560.5219817,827.4318565,83.68181472,196.3190835,566.9192043,209.8882787
hsa-mir-21-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-21-5p_-_3,0,0,19.17575201,0,0,0,0,0
hsa-mir-21-5p_-_4,0,0,0,0,0,0,0,0
hsa-mir-21-5p_+_1,1105.811181,1539.206534,1062.04165,1418.015189,288.9224761,333.7424419,732.4430596,223.172347
hsa-mir-21-5p_+_2,626.626336,1205.601684,660.8259153,495.228732,156.7932949,114.7711565,157.2476625,124.8702418
hsa-mir-21-5p_+_3,248.8075158,492.1497285,243.3845447,369.1145828,73.99234144,129.8726245,124.1428914,65.09193454
hsa-mir-21-5p_+_4,1013.660249,1241.934885,476.4436845,658.2543394,223.7387467,163.095854,70.34763849,104.9441394
hsa-mir-21-5p_+_5,433.1093793,360.0289961,147.5057847,341.4309891,88.96698196,33.22322952,41.38096382,50.47945944
hsa-mir-21-5p_+_6,138.2263977,62.75734794,51.62702463,129.190104,22.9023914,0,0,0
hsa-mir-21-5p_+_7,55.29055906,66.06036625,16.22563631,67.67100685,0,0,0,0
hsa-mir-21-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-210,1294.720591,878.6028711,851.1083775,624.418836,133.8909035,431.9019837,1464.886119,127.5270554
hsa-mir-210_-_1,179.6943169,75.96942119,38.35150401,79.97482628,9.689473283,24.16234874,277.2524576,0
hsa-mir-210_+_1,0,0,0,0,0,0,0,0
hsa-mir-210_+_2,0,0,0,0,0,0,0,26.56813655
hsa-mir-210_+_3,0,0,0,0,0,0,0,0
hsa-mir-210_+_5,0,0,0,0,0,0,0,0
hsa-mir-210_+_6,0,0,0,0,0,0,0,0
hsa-mir-210_+_7,0,0,0,0,0,0,0,0
hsa-mir-211-5p,0,0,0,0,0,0,0,0
hsa-mir-2110,0,0,0,0,0,61.91601864,66.20954211,54.46467992
hsa-mir-2110_+_1,0,0,0,0,0,0,0,0
hsa-mir-2110_+_5,0,0,0,0,0,0,0,0
hsa-mir-2110_+_6,0,0,0,0,0,0,0,0
hsa-mir-2110_+_8,0,0,0,0,0,0,0,0
hsa-mir-2113,0,0,0,0,0,0,0,0
hsa-mir-2114-3p,0,0,0,0,0,0,0,0
hsa-mir-2114-5p,0,0,0,0,0,0,0,0
hsa-mir-2115-3p,0,0,0,0,0,0,0,0
hsa-mir-2116-3p,0,0,0,0,0,21.14205515,0,0
hsa-mir-2116-3p_-_1,0,0,20.65080985,0,0,63.42616544,0,0
hsa-mir-2116-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-2116-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-2116-5p,0,0,0,0,0,0,0,0
hsa-mir-2116-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-212-3p,129.0113045,188.2720438,241.9094869,344.506944,114.511957,66.44645903,0,138.15431
hsa-mir-212-5p,0,0,57.52725602,43.063368,29.06841985,96.64939495,66.20954211,156.7520056
hsa-mir-212-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-212-5p_+_1,0,0,35.40138832,36.91145828,0,54.36528466,0,0
hsa-mir-212-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-214-3p,317.9207146,257.6354284,203.5579828,329.1271697,824.4860903,493.8180023,310.3572286,253.725704
hsa-mir-214-3p_-_1,147.4414908,138.7267691,51.62702463,227.6206594,445.715771,172.1567348,70.34763849,212.5450924
hsa-mir-214-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-214-3p_+_1,0,0,0,0,0,27.18264233,0,0
hsa-mir-214-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-214-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-214-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-214-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-214-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-214-5p,400.8565532,284.0595749,132.7552062,347.5828988,872.0525955,141.9537988,260.700072,156.7520056
hsa-mir-214-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-214-5p_-_6,0,0,0,0,0,0,0,0
hsa-mir-214-5p_+_1,0,0,0,46.13932285,32.59186468,0,0,0
hsa-mir-214-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-214-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-215,222807.1304,118360.3582,614631.5287,61918.97127,287.1607537,210937.3045,957460.3265,56254.04392
hsa-mir-215_-_1,368.6037271,1080.086988,5867.780114,110.7343748,0,1440.680044,8714.83098,379.9243526
hsa-mir-215_-_2,0,0,0,0,0,0,0,0
hsa-mir-215_-_4,0,0,0,0,0,0,0,0
hsa-mir-215_+_1,3741.32783,2146.961903,12057.12284,1402.635415,26.42583623,12454.18063,14801.97076,2638.215959
hsa-mir-215_+_2,0,0,159.3062474,0,0,63.42616544,128.2809878,0
hsa-mir-215_+_3,87.54338518,0,69.32771879,0,0,48.32469748,0,0
hsa-mir-215_+_4,82.93583859,0,79.65312372,0,0,18.12176155,297.9429395,0
hsa-mir-215_+_5,87.54338518,62.75734794,182.907173,0,0,99.66968855,215.1810118,0
hsa-mir-215_+_6,0,0,17.70069416,0,0,0,62.07144572,0
hsa-mir-215_+_7,0,0,0,0,0,0,0,0
hsa-mir-216a,0,0,0,0,0,0,0,0
hsa-mir-216a_-_1,0,0,0,0,0,0,0,0
hsa-mir-217_-_1,0,0,0,0,0,0,0,0
hsa-mir-218-1-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-218-1-3p_-_3,0,0,0,0,0,0,0,14.6124751
hsa-mir-218-1-3p_-_4,0,0,72.27783449,0,118.0354018,49.83484427,62.07144572,0
hsa-mir-218-1-3p_-_5,0,0,0,0,0,0,0,0
hsa-mir-218-1-5p,110.5811181,79.2724395,138.6554376,49.21527771,337.3698425,87.58851418,144.8333734,66.42034137
hsa-mir-218-1-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-218-2-5p,110.5811181,79.2724395,118.0046277,49.21527771,331.203814,87.58851418,144.8333734,66.42034137
hsa-mir-218-2-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-219-1-3p,0,0,0,52.29123257,0,60.40587185,0,37.19539117
hsa-mir-219-1-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-219-1-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-219-1-5p,0,0,0,0,8.808612076,0,0,0
hsa-mir-219-1-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-219-2-3p,0,0,0,0,0,0,0,0
hsa-mir-219-2-5p,0,0,0,0,0,0,0,0
hsa-mir-22-3p,289510.5823,197355.3442,208198.5148,340695.8359,112743.1877,104964.2632,263025.6822,90289.15524
hsa-mir-22-3p_-_1,198.1245033,251.0293917,433.6670069,175.3294268,56.37511728,70.97689942,368.290578,87.67485061
hsa-mir-22-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-22-3p_+_1,1299.328138,901.7239993,1000.08922,1467.230467,347.0593158,382.0671394,1307.638457,231.142788
hsa-mir-22-3p_+_2,69.11319883,92.48451275,50.15196679,135.3420137,32.59186468,25.67249553,0,0
hsa-mir-22-3p_+_3,0,115.6056409,29.50115693,104.5824651,0,0,53.79525296,0
hsa-mir-22-3p_+_4,0,0,0,36.91145828,10.57033449,0,0,0
hsa-mir-22-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-22-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-22-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-22-3p_+_8,0,0,0,0,0,0,0,0
hsa-mir-22-5p,230.3773294,336.9078679,383.5150401,282.9878468,48.44736642,140.443652,211.0429155,132.8406827
hsa-mir-22-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-22-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-22-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-221-3p,9758.783674,11966.83535,9096.68174,12805.20007,2593.255395,5140.539694,5114.687128,5749.344749
hsa-mir-221-3p_-_1,0,82.57545781,0,0,14.09377932,19.63190835,0,0
hsa-mir-221-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-221-3p_+_1,0,79.2724395,53.10208248,0,0,40.7739635,0,0
hsa-mir-221-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-221-3p_+_3,0,36.33320144,20.65080985,0,0,0,86.90002401,18.59769558
hsa-mir-221-3p_+_4,0,0,16.22563631,0,0,0,0,0
hsa-mir-221-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-221-5p,230.3773294,257.6354284,210.9332721,43.063368,89.84784317,335.2525887,206.9048191,340.0721478
hsa-mir-221-5p_-_1,0,0,0,0,0,0,0,15.94088193
hsa-mir-221-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-221-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-221-5p_+_3,0,0,0,0,0,0,0,18.59769558
hsa-mir-221-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-221-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-221-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-221-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-222-3p,12781.33424,6087.46275,15809.67,9286.307713,3254.782162,18381.5068,7386.502041,17824.56281
hsa-mir-222-3p_-_1,0,0,0,0,0,0,0,21.25450924
hsa-mir-222-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-222-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-222-3p_+_1,55.29055906,0,0,0,10.57033449,21.14205515,0,57.12149358
hsa-mir-222-3p_+_2,96.75847836,36.33320144,54.57714033,107.65842,0,95.13924816,0,0
hsa-mir-222-3p_+_3,55.29055906,49.54527469,0,0,8.808612076,0,0,0
hsa-mir-222-3p_+_4,55.29055906,0,0,0,0,0,0,0
hsa-mir-222-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-222-3p_+_6,0,0,38.35150401,0,0,0,0,15.94088193
hsa-mir-222-3p_+_7,0,0,0,33.83550343,0,0,0,0
