,PB119_E1_ACAGTG_L004_R1,PB217_G1_CAACTA_L002_R1,PB220_G1_CTTGTA_L005_R1,PNIBD01_E,PNIBD46_A_S22_L006_R1_001,PNIBD51_E,PNIBD52_E_S58_L007_R1_001
hsa-mir-224-3p_+_1,16.47524669,0,27.83217416,0,0,0,0
hsa-mir-224-3p_+_2,0,0,0,0,0,32.64160509,0
hsa-mir-224-5p,271.0926956,392.4007164,324.5113072,605.3558605,501.0584528,762.6989677,244.7426062
hsa-mir-224-5p_-_1,0,0,0,0,0,0,0
hsa-mir-224-5p_+_1,0,0,0,0,0,0,0
hsa-mir-224-5p_+_7,0,0,0,0,0,0,0
hsa-mir-224-5p_+_8,0,0,0,0,0,0,0
hsa-mir-2276,0,0,0,0,0,0,0
hsa-mir-2277-3p,0,0,0,0,0,0,69.9264589
hsa-mir-2277-3p_-_1,0,0,0,0,0,0,0
hsa-mir-2277-5p,22.46624549,0,30.79304375,22.80775613,0,0,0
hsa-mir-2277-5p_+_1,0,0,0,0,0,0,0
hsa-mir-2278,0,0,0,0,0,0,0
hsa-mir-2278_+_1,0,0,0,0,0,0,0
hsa-mir-2355-3p,0,0,0,0,0,0,0
hsa-mir-2355-3p_+_2,0,0,0,0,0,0,0
hsa-mir-2355-5p,19.47074609,0,17.76521755,15.20517075,0,0,0
hsa-mir-2355-5p_+_1,0,0,0,0,0,0,0
hsa-mir-23a-3p,4589.105079,4974.146225,3464.809596,2917.492138,3382.144556,1745.927804,1686.00462
hsa-mir-23a-3p_-_1,41.93699159,0,20.72608714,0,0,23.88410128,0
hsa-mir-23a-3p_-_5,0,0,0,0,0,0,0
hsa-mir-23a-3p_+_1,40.43924189,0,30.20086983,19.00646344,0,27.06864812,0
hsa-mir-23a-3p_+_2,0,0,0,0,0,32.64160509,0
hsa-mir-23a-3p_+_3,0,41.10864648,11.84347837,11.40387806,0,0,0
hsa-mir-23a-3p_+_4,0,0,0,0,0,0,0
hsa-mir-23a-3p_+_5,0,0,0,0,0,0,0
hsa-mir-23a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-23b-3p,5619.556873,4854.557435,4601.783519,3201.638766,4127.308409,2189.375951,2249.301095
hsa-mir-23b-3p_-_1,22.46624549,0,15.39652187,0,0,0,0
hsa-mir-23b-3p_-_2,0,0,0,0,0,0,0
hsa-mir-23b-3p_+_1,166.2502166,186.857484,162.8478275,144.4491221,150.9599185,103.4977722,62.15685236
hsa-mir-23b-3p_+_2,0,0,0,38.96325005,0,0,0
hsa-mir-23b-3p_+_3,28.45724429,59.79439489,11.84347837,19.00646344,0,24.68023799,0
hsa-mir-23b-3p_+_4,0,0,0,0,0,0,0
hsa-mir-23b-3p_+_5,0,0,0,0,0,0,0
hsa-mir-23b-5p,0,0,0,0,0,0,0
hsa-mir-23b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-23b-5p_+_1,0,0,0,0,0,0,0
hsa-mir-23c,0,52.32009553,8.882608774,0,0,0,0
hsa-mir-23c_+_1,0,0,0,0,0,0,0
hsa-mir-24-1-3p,1875.182624,818.43578,953.4000084,1947.212179,1255.858045,2310.388731,365.1715076
hsa-mir-24-1-3p_-_1,0,0,0,0,0,0,0
hsa-mir-24-1-3p_+_1,16.47524669,0,13.0278262,0,0,0,0
hsa-mir-24-1-3p_+_2,0,0,13.62000012,0,0,0,0
hsa-mir-24-1-3p_+_3,0,0,6.513913101,0,0,0,0
hsa-mir-24-1-3p_+_4,0,0,0,0,0,0,0
hsa-mir-24-1-5p,0,0,8.882608774,0,0,0,0
hsa-mir-24-1-5p_-_1,26.95949459,0,25.46347849,0,48.17869738,0,58.27204909
hsa-mir-24-1-5p_-_2,0,0,10.06695661,0,0,0,46.61763927
hsa-mir-24-1-5p_+_2,0,0,0,0,0,0,0
hsa-mir-24-2-3p,1872.187124,818.43578,936.8191387,1947.212179,1249.434219,2309.592594,365.1715076
hsa-mir-24-2-3p_-_1,0,0,0,0,0,0,0
hsa-mir-24-2-3p_+_1,16.47524669,0,13.0278262,0,0,0,0
hsa-mir-24-2-3p_+_2,0,0,10.06695661,0,0,0,0
hsa-mir-24-2-3p_+_3,0,0,6.513913101,0,0,0,0
hsa-mir-24-2-3p_+_4,0,0,0,0,0,0,0
hsa-mir-24-2-5p,0,0,20.13391322,35.16195736,0,33.4377418,50.50244254
hsa-mir-24-2-5p_-_1,97.35373047,115.8516401,171.1382624,48.46648177,77.08591581,23.88410128,178.7009505
hsa-mir-24-2-5p_-_2,0,0,0,0,0,0,0
hsa-mir-24-2-5p_+_2,0,0,0,0,0,0,0
hsa-mir-24-2-5p_+_3,0,0,0,0,0,0,0
hsa-mir-24-2-5p_+_4,0,0,0,0,0,0,0
hsa-mir-2467-5p,23.96399519,0,18.35739147,70.32391472,41.75487107,50.9527494,163.1617374
hsa-mir-2467-5p_-_1,0,0,0,0,0,0,0
hsa-mir-2467-5p_-_3,0,0,0,0,0,0,0
hsa-mir-25-3p,13332.96783,10557.44785,14103.21404,15090.18165,15481.42143,12970.65927,5512.535843
hsa-mir-25-3p_-_1,0,0,0,0,0,11.94205064,0
hsa-mir-25-3p_+_1,61.40773768,0,54.48000048,88.38005499,93.14548161,24.68023799,209.7793767
hsa-mir-25-3p_+_2,0,0,15.39652187,23.7580793,0,0,0
hsa-mir-25-3p_+_3,0,0,10.06695661,0,35.33104475,0,0
hsa-mir-25-3p_+_4,0,0,0,15.20517075,0,0,62.15685236
hsa-mir-25-3p_+_5,0,0,0,0,0,19.10728103,0
hsa-mir-25-3p_+_6,0,0,10.06695661,0,0,0,69.9264589
hsa-mir-25-3p_+_7,0,0,0,0,0,0,0
hsa-mir-25-3p_+_8,0,0,0,0,0,0,0
hsa-mir-25-5p,55.41673888,71.00584393,93.56347908,54.1684208,96.35739477,58.11797979,112.6592949
hsa-mir-25-5p_+_3,0,0,0,0,0,0,0
hsa-mir-2682-3p_-_1,0,0,0,0,0,0,0
hsa-mir-2682-5p_+_3,0,0,0,0,0,0,0
hsa-mir-26a-1-3p,0,0,10.06695661,0,0,27.86478483,0
hsa-mir-26a-1-5p,173427.4332,172839.4356,181051.8459,164852.5606,140456.9624,114824.4092,51038.54539
hsa-mir-26a-1-5p_-_1,109.3357281,119.5887898,18.94956538,3685.353261,2569.530527,2785.682346,854.6567199
hsa-mir-26a-1-5p_-_2,0,0,0,0,0,0,0
hsa-mir-26a-1-5p_-_3,0,0,7.106087019,0,0,27.86478483,0
hsa-mir-26a-1-5p_-_4,0,0,0,0,0,0,0
hsa-mir-26a-1-5p_+_1,399.8991698,650.2640444,441.761743,392.48347,411.1248843,211.7723647,104.8896884
hsa-mir-26a-1-5p_+_2,106.3402287,261.6004776,133.8313055,85.52908547,134.9003527,23.88410128,0
hsa-mir-26a-1-5p_+_3,356.4644285,665.2126431,327.4721768,106.4361953,343.674708,74.83685069,85.46567199
hsa-mir-26a-1-5p_+_4,67.39873648,186.857484,71.06087019,52.26777446,73.87400265,26.27251141,0
hsa-mir-26a-1-5p_+_5,23.96399519,56.05724521,33.16173942,19.95678661,32.11913159,20.69955445,0
hsa-mir-26a-1-5p_+_6,47.92799039,224.2289808,75.79826154,17.10581709,35.33104475,0,0
hsa-mir-26a-1-5p_+_7,17.97299639,44.84579617,14.21217404,0,0,0,0
hsa-mir-26a-1-5p_+_8,0,0,12.43565228,0,0,0,0
hsa-mir-26a-2-3p,0,0,23.09478281,22.80775613,0,0,77.69606545
hsa-mir-26a-2-3p_-_3,0,0,0,0,0,0,0
hsa-mir-26a-2-3p_-_5,0,0,0,0,0,0,0
hsa-mir-26a-2-5p,173589.1902,173011.3445,181318.3242,165016.9665,140517.9888,114872.1774,51069.62382
hsa-mir-26a-2-5p_-_1,109.3357281,119.5887898,20.13391322,3685.353261,2572.74244,2785.682346,846.8871134
hsa-mir-26a-2-5p_-_2,0,0,0,0,0,0,0
hsa-mir-26a-2-5p_-_3,0,0,0,0,0,0,0
hsa-mir-26a-2-5p_-_4,0,0,0,0,0,0,0
hsa-mir-26a-2-5p_-_5,0,0,0,0,0,0,0
hsa-mir-26a-2-5p_+_1,399.8991698,650.2640444,441.761743,392.48347,411.1248843,211.7723647,104.8896884
hsa-mir-26a-2-5p_+_2,106.3402287,261.6004776,133.8313055,85.52908547,134.9003527,23.88410128,0
hsa-mir-26a-2-5p_+_3,357.9621782,665.2126431,327.4721768,106.4361953,343.674708,74.83685069,85.46567199
hsa-mir-26a-2-5p_+_4,67.39873648,186.857484,71.06087019,52.26777446,73.87400265,26.27251141,0
hsa-mir-26a-2-5p_+_5,23.96399519,56.05724521,33.16173942,19.95678661,32.11913159,20.69955445,0
hsa-mir-26a-2-5p_+_6,47.92799039,224.2289808,75.79826154,17.10581709,35.33104475,0,0
hsa-mir-26a-2-5p_+_7,17.97299639,44.84579617,14.21217404,0,0,0,0
hsa-mir-26a-2-5p_+_8,0,0,12.43565228,0,0,0,0
hsa-mir-26b-3p,200.6984597,235.4404299,223.2495672,252.7859637,160.5956579,267.5019344,594.3749007
hsa-mir-26b-3p_-_8,0,0,0,13.30452441,0,0,0
hsa-mir-26b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-26b-5p,27196.13904,27053.22654,28866.70199,35131.54702,41324.4747,22216.19488,15376.05135
hsa-mir-26b-5p_-_1,0,0,0,144.4491221,234.4696606,112.255276,120.4289014
hsa-mir-26b-5p_-_3,0,0,0,0,0,0,0
hsa-mir-26b-5p_+_1,61.40773768,63.53154457,58.62521791,56.06906714,77.08591581,19.90341774,0
hsa-mir-26b-5p_+_2,0,0,12.43565228,0,0,0,0
hsa-mir-26b-5p_+_3,53.91898918,0,49.15043522,17.10581709,51.39061054,0,0
hsa-mir-26b-5p_+_4,0,0,7.698260937,0,0,0,0
hsa-mir-26b-5p_+_5,0,0,0,0,0,0,0
hsa-mir-26b-5p_+_6,0,0,0,0,0,0,0
hsa-mir-27a-3p,18796.75873,24911.83977,16932.62102,22774.49482,22181.47228,18373.24298,13779.39721
hsa-mir-27a-3p_-_1,0,0,0,13.30452441,0,31.04933167,0
hsa-mir-27a-3p_-_6,0,0,0,0,0,0,0
hsa-mir-27a-3p_+_1,0,0,8.882608774,23.7580793,0,0,0
hsa-mir-27a-3p_+_2,0,0,0,0,0,0,0
hsa-mir-27a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-27a-3p_+_4,0,0,7.106087019,0,0,0,0
hsa-mir-27a-3p_+_5,0,0,0,0,0,0,0
hsa-mir-27a-5p,94.35823107,130.8002388,627.1121794,20.90710978,0,0,132.0833113
hsa-mir-27b-3p,350792.4504,207512.7103,221812.9533,234471.3356,221833.9942,222332.322,150916.8375
hsa-mir-27b-3p_-_1,1081.375283,672.6869425,788.1834852,1415.981526,1002.116906,1425.08471,1002.279244
hsa-mir-27b-3p_-_2,0,0,0,0,0,0,0
hsa-mir-27b-3p_-_3,0,0,0,0,0,0,0
hsa-mir-27b-3p_-_4,0,0,0,0,0,0,0
hsa-mir-27b-3p_+_1,399.8991698,582.9953501,345.2373943,292.699537,362.9461869,193.4612204,225.3185898
hsa-mir-27b-3p_+_2,95.85598077,257.8633279,75.20608762,44.66518908,109.2050474,54.13729624,58.27204909
hsa-mir-27b-3p_+_3,134.797473,145.7488375,129.0939142,77.9265001,109.2050474,9.553640513,73.81126217
hsa-mir-27b-3p_+_4,341.4869315,328.8691719,180.6130451,315.5072931,192.7147895,433.0983699,170.931344
hsa-mir-27b-3p_+_5,79.38073408,56.05724521,65.13913101,34.21163419,41.75487107,0,182.5857538
hsa-mir-27b-3p_+_6,28.45724429,0,23.09478281,0,0,11.94205064,0
hsa-mir-27b-5p,347.4779303,332.6063216,643.6930491,252.7859637,372.5819264,464.1477016,3325.391601
hsa-mir-27b-5p_-_1,0,0,20.13391322,0,0,0,0
hsa-mir-27b-5p_+_1,0,0,0,0,0,0,0
hsa-mir-27b-5p_+_2,0,0,0,0,0,0,0
hsa-mir-27b-5p_+_4,0,0,0,0,0,0,0
hsa-mir-28-3p,29769.27303,37876.01201,33781.74551,67763.7441,33580.55208,71158.69909,21051.74893
hsa-mir-28-3p_-_1,0,52.32009553,25.46347849,37.0626037,0,55.72956966,0
hsa-mir-28-3p_-_4,0,0,0,0,0,0,0
hsa-mir-28-3p_-_8,0,0,0,0,0,0,0
hsa-mir-28-3p_+_1,768.3455959,1109.933455,960.5060954,1268.681435,1050.295603,1472.056776,3570.134207
hsa-mir-28-3p_+_2,205.1917088,396.1378661,235.6852195,405.7879944,301.9198369,48.56433928,1013.933654
hsa-mir-28-3p_+_3,16.47524669,0,11.84347837,19.00646344,0,0,54.38724581
hsa-mir-28-3p_+_4,0,0,0,0,0,0,0
hsa-mir-28-3p_+_6,0,0,0,0,0,0,0
hsa-mir-28-3p_+_7,0,0,0,0,0,0,0
hsa-mir-28-5p,4929.094261,4544.374011,5496.558309,2495.548649,3131.61533,1858.18308,2478.504488
hsa-mir-28-5p_-_1,44.93249099,41.10864648,43.22869603,45.61551225,0,11.14591393,0
hsa-mir-28-5p_+_1,0,0,0,0,0,0,0
hsa-mir-28-5p_+_3,0,0,0,0,0,0,0
hsa-mir-296-3p,0,0,0,0,0,27.06864812,0
hsa-mir-296-3p_+_1,0,0,16.58086971,87.42973182,0,32.64160509,190.3553603
hsa-mir-296-3p_+_7,0,0,0,0,0,0,0
hsa-mir-296-5p,0,0,7.698260937,0,0,0,42.732836
hsa-mir-296-5p_-_1,0,0,0,0,0,0,0
hsa-mir-2964a-3p,0,0,0,0,0,0,0
hsa-mir-2964a-3p_-_1,0,0,0,0,0,0,0
hsa-mir-2964a-5p,0,0,0,13.30452441,0,0,0
hsa-mir-299-3p,113.8289772,41.10864648,58.03304399,19.00646344,41.75487107,45.37979244,81.58086872
hsa-mir-299-3p_-_1,23.96399519,0,0,0,0,0,0
hsa-mir-299-3p_+_1,0,0,0,0,0,0,0
hsa-mir-299-5p,0,0,0,24.70840247,0,0,0
hsa-mir-299-5p_-_1,0,0,0,0,0,0,0
hsa-mir-299-5p_+_3,0,0,0,0,0,0,0
hsa-mir-29a-3p,14949.03975,24127.03834,19352.24365,10653.12276,16175.19467,6386.608683,9653.736132
hsa-mir-29a-3p_-_1,1259.607497,2107.75242,2061.949583,1273.43305,1535.29449,694.2312106,940.1223919
hsa-mir-29a-3p_+_1,19.47074609,100.9030414,18.35739147,0,44.96678422,0,0
hsa-mir-29a-3p_+_2,28.45724429,71.00584393,27.83217416,12.35420123,0,0,0
hsa-mir-29a-3p_+_3,19.47074609,100.9030414,39.67565252,0,0,21.49569116,0
hsa-mir-29a-3p_+_4,47.92799039,48.58294585,96.52434868,0,61.02635002,0,108.7744916
hsa-mir-29a-3p_+_5,62.90548738,239.1775795,108.367827,33.26131102,86.72165529,30.25319496,178.7009505
hsa-mir-29a-3p_+_6,50.92348978,97.16589169,41.45217428,67.47294521,57.81443686,75.6329874,46.61763927
hsa-mir-29a-3p_+_7,38.94149219,44.84579617,20.13391322,19.00646344,41.75487107,11.14591393,54.38724581
hsa-mir-29a-5p,47.92799039,0,46.78173954,0,44.96678422,0,58.27204909
hsa-mir-29a-5p_-_2,0,0,0,0,0,0,0
hsa-mir-29a-5p_-_4,0,0,0,0,0,0,0
hsa-mir-29b-1-3p,251.6219495,261.6004776,276.5452198,109.2871648,276.2245317,51.74888611,101.0048851
hsa-mir-29b-1-3p_-_1,29.95499399,0,41.45217428,22.80775613,0,0,0
hsa-mir-29b-1-3p_+_3,0,0,0,0,0,0,0
hsa-mir-29b-1-3p_+_4,0,0,0,0,0,0,0
hsa-mir-29b-1-3p_+_5,0,0,0,0,0,0,0
hsa-mir-29b-1-3p_+_6,0,0,0,0,0,0,0
hsa-mir-29b-1-5p,0,0,0,0,0,0,0
hsa-mir-29b-1-5p_+_1,0,0,0,0,0,0,0
hsa-mir-29b-1-5p_+_2,0,0,0,0,0,0,0
hsa-mir-29b-2-3p,251.6219495,261.6004776,282.466959,109.2871648,276.2245317,51.74888611,101.0048851
hsa-mir-29b-2-3p_-_1,29.95499399,0,41.45217428,22.80775613,0,0,0
hsa-mir-29b-2-3p_+_3,0,0,0,0,0,0,0
hsa-mir-29b-2-3p_+_4,0,0,0,0,0,0,0
hsa-mir-29b-2-3p_+_5,0,0,0,0,0,0,0
hsa-mir-29b-2-3p_+_6,0,0,0,0,0,0,0
hsa-mir-29b-2-5p,0,0,0,0,0,0,54.38724581
hsa-mir-29b-2-5p_-_1,0,0,0,0,0,0,0
hsa-mir-29b-2-5p_+_4,0,0,0,0,0,0,0
hsa-mir-29c-3p,4344.971878,5897.222196,5540.971353,2256.06721,6844.586942,1495.940877,4009.116977
hsa-mir-29c-3p_-_1,0,0,8.290434856,31.36066467,0,0,0
hsa-mir-29c-3p_+_1,0,0,0,0,0,0,0
hsa-mir-29c-3p_+_2,0,0,13.0278262,11.40387806,0,0,0
hsa-mir-29c-3p_+_3,0,0,20.72608714,10.45355489,48.17869738,0,0
hsa-mir-29c-3p_+_4,41.93699159,48.58294585,32.5695655,0,0,0,0
hsa-mir-29c-3p_+_5,20.96849579,82.21729297,31.97739159,14.25484758,51.39061054,0,46.61763927
hsa-mir-29c-3p_+_6,31.45274369,48.58294585,29.01652199,26.60904881,41.75487107,0,0
hsa-mir-29c-3p_+_7,32.95049339,0,0,0,0,0,46.61763927
hsa-mir-29c-3p_+_8,0,0,0,0,0,21.49569116,0
hsa-mir-29c-5p,20.96849579,0,46.78173954,16.15549392,44.96678422,11.14591393,337.9778847
hsa-mir-29c-5p_+_1,0,0,0,0,0,0,54.38724581
hsa-mir-29c-5p_+_2,35.94599279,41.10864648,20.72608714,0,0,23.88410128,225.3185898
hsa-mir-29c-5p_+_3,0,0,0,0,0,0,0
hsa-mir-301a-3p,979.5283035,758.6413851,814.2391376,572.0945495,986.0573398,336.7658281,279.7058356
hsa-mir-301a-3p_-_1,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_1,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_2,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_5,0,0,0,0,0,0,0
hsa-mir-301a-3p_+_6,0,0,0,0,0,0,0
hsa-mir-301a-5p,20.96849579,0,0,0,0,0,0
hsa-mir-301a-5p_-_4,0,0,0,0,0,0,0
hsa-mir-301b,113.8289772,108.3773407,97.70869651,40.86389639,102.7812211,0,0
hsa-mir-301b_+_1,0,0,0,0,0,0,0
hsa-mir-301b_+_5,0,0,0,0,0,0,0
hsa-mir-3064-5p,0,0,0,0,0,0,0
hsa-mir-3065-3p,0,0,0,11.40387806,0,0,0
hsa-mir-3065-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3065-5p,0,0,0,0,0,34.23387851,0
hsa-mir-3074-3p,0,0,0,0,0,0,0
hsa-mir-3074-5p,0,0,0,0,0,0,0
hsa-mir-3074-5p_-_1,0,0,0,0,0,0,0
hsa-mir-3074-5p_+_1,0,0,0,0,0,0,0
hsa-mir-30a-3p,560.1583876,381.1892674,709.4243541,1083.368416,703.4089818,791.3598892,512.794032
hsa-mir-30a-3p_+_1,176.7344645,112.1144904,262.9252197,535.982269,224.8339211,364.6306129,205.8945734
hsa-mir-30a-3p_+_2,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_4,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_5,0,0,0,0,0,0,0
hsa-mir-30a-3p_+_7,0,0,0,0,0,0,0
hsa-mir-30a-5p,28231.08409,21264.38168,33823.19769,48803.84649,29925.3949,50561.05014,69965.30694
hsa-mir-30a-5p_-_1,0,0,0,46.56583542,70.66208949,89.16731146,69.9264589
hsa-mir-30a-5p_+_1,320.5184357,261.6004776,446.4991344,602.504891,398.2772317,761.1066942,839.1175068
hsa-mir-30a-5p_+_2,74.88748498,119.5887898,132.6469577,75.07553058,186.2909632,168.7809824,326.3234749
hsa-mir-30a-5p_+_3,0,0,0,0,0,0,0
hsa-mir-30a-5p_+_4,0,0,10.65913053,0,0,0,0
hsa-mir-30a-5p_+_5,19.47074609,0,10.06695661,0,0,22.29182786,0
hsa-mir-30a-5p_+_6,0,0,0,0,0,8.757503804,0
hsa-mir-30a-5p_+_7,17.97299639,0,8.290434856,0,0,0,0
hsa-mir-30a-5p_+_8,0,0,8.882608774,0,0,0,0
hsa-mir-30b-3p,0,0,9.474782692,0,0,0,124.3137047
hsa-mir-30b-3p_+_4,0,0,0,0,0,0,0
hsa-mir-30b-5p,4671.481313,9798.806462,6358.17136,2225.656869,7634.717579,1640.837758,5551.383876
hsa-mir-30b-5p_-_1,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_1,0,0,10.06695661,0,0,34.23387851,0
hsa-mir-30b-5p_+_2,0,0,18.35739147,13.30452441,0,38.21456205,0
hsa-mir-30b-5p_+_4,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_5,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_6,0,0,0,0,0,0,0
hsa-mir-30b-5p_+_7,0,0,0,0,0,0,0
hsa-mir-30c-1-3p,158.7614682,235.4404299,249.8973935,147.3000916,128.4765264,209.3839546,928.4679821
hsa-mir-30c-1-3p_-_1,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_-_3,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_-_7,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_+_1,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_+_4,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_+_5,0,0,0,0,0,0,0
hsa-mir-30c-1-3p_+_6,0,0,0,0,0,0,0
hsa-mir-30c-1-5p,4352.460627,6319.52011,4938.138304,3598.873852,5473.100023,2876.441931,3344.815617
hsa-mir-30c-1-5p_+_1,0,0,0,0,0,0,0
hsa-mir-30c-1-5p_+_2,0,0,18.94956538,13.30452441,0,12.73818735,0
hsa-mir-30c-1-5p_+_4,0,0,0,0,0,0,0
hsa-mir-30c-1-5p_+_5,0,0,0,0,0,0,0
hsa-mir-30c-1-5p_+_6,0,0,0,0,0,11.14591393,0
hsa-mir-30c-1-5p_+_7,0,0,0,0,0,0,0
hsa-mir-30c-2-3p,80.87848378,145.7488375,149.8200013,303.1530918,70.66208949,585.9566182,1103.284129
hsa-mir-30c-2-3p_+_1,0,0,0,0,0,0,0
hsa-mir-30c-2-3p_+_2,0,0,0,0,0,0,0
hsa-mir-30c-2-5p,4352.460627,6319.52011,4938.138304,3598.873852,5469.88811,2876.441931,3344.815617
hsa-mir-30c-2-5p_-_1,0,0,0,22.80775613,0,0,0
hsa-mir-30c-2-5p_+_1,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_2,0,0,18.94956538,13.30452441,0,12.73818735,0
hsa-mir-30c-2-5p_+_4,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_5,0,0,0,0,0,0,0
hsa-mir-30c-2-5p_+_6,0,0,0,0,0,11.14591393,0
hsa-mir-30c-2-5p_+_7,0,0,0,0,0,0,0
hsa-mir-30d-3p,272.5904453,242.9147292,384.9130469,247.0840247,234.4696606,252.3753369,147.6225243
hsa-mir-30d-3p_+_1,86.86948257,115.8516401,130.8704359,73.17488424,61.02635002,27.06864812,97.12008181
hsa-mir-30d-3p_+_2,0,0,0,0,0,0,0
hsa-mir-30d-5p,46629.4414,45454.95156,48750.71782,55253.68986,52161.4697,51867.51048,85784.22586
hsa-mir-30d-5p_-_1,0,0,0,0,0,11.14591393,0
hsa-mir-30d-5p_+_1,80.87848378,160.6974363,101.26174,99.78393305,122.0527,74.04071398,42.732836
hsa-mir-30d-5p_+_2,173.7389651,351.29207,239.238263,157.7536465,250.5292264,229.2873723,310.7842618
hsa-mir-30d-5p_+_3,0,0,20.13391322,0,0,0,0
hsa-mir-30d-5p_+_4,38.94149219,37.3714968,20.72608714,0,73.87400265,50.9527494,0
hsa-mir-30d-5p_+_5,0,44.84579617,16.58086971,23.7580793,0,21.49569116,42.732836
hsa-mir-30d-5p_+_6,40.43924189,52.32009553,28.42434808,29.46001833,0,57.32184308,0
hsa-mir-30d-5p_+_7,46.43024069,74.74299361,14.21217404,27.55937199,48.17869738,0,291.3602454
hsa-mir-30d-5p_+_8,0,41.10864648,10.06695661,0,0,0,128.198508
hsa-mir-30e-3p,3322.008834,1988.16363,3185.303506,2991.617345,2514.928003,2020.594969,1336.372326
hsa-mir-30e-3p_-_1,0,0,0,0,0,0,0
hsa-mir-30e-3p_-_8,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_1,146.7794706,97.16589169,90.01043557,112.1381343,115.6288737,50.1566127,0
hsa-mir-30e-3p_+_2,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_3,0,0,0,18.05614027,0,0,0
hsa-mir-30e-3p_+_4,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_5,0,0,0,0,0,0,0
hsa-mir-30e-3p_+_7,0,0,0,0,0,0,0
hsa-mir-30e-5p,50748.25307,48388.61406,49779.91609,39867.00739,58196.65453,27734.21841,99089.67707
hsa-mir-30e-5p_-_1,0,0,0,23.7580793,57.81443686,31.84546838,139.8529178
hsa-mir-30e-5p_-_2,0,0,0,0,0,0,0
hsa-mir-30e-5p_+_1,2462.300506,2515.101735,3068.645244,2400.516332,2909.993322,2162.307303,4024.65619
hsa-mir-30e-5p_+_2,220.1692058,403.6121655,285.4278286,108.3368416,404.701058,191.868947,547.7572614
hsa-mir-30e-5p_+_3,0,41.10864648,21.91043498,0,0,24.68023799,0
hsa-mir-30e-5p_+_4,20.96849579,48.58294585,10.06695661,10.45355489,0,24.68023799,0
hsa-mir-30e-5p_+_5,14.977497,56.05724521,11.25130445,0,38.54295791,0,0
hsa-mir-30e-5p_+_6,50.92348978,89.69159233,28.42434808,19.95678661,0,27.86478483,0
hsa-mir-30e-5p_+_7,65.90098678,74.74299361,26.0556524,0,0,23.88410128,116.5440982
hsa-mir-30e-5p_+_8,0,0,7.106087019,0,0,0,0
hsa-mir-31-3p,0,0,0,0,0,31.84546838,0
hsa-mir-31-5p,79.38073408,190.5946337,200.7469583,4783.926847,144.5360921,5693.969746,334.0930814
hsa-mir-31-5p_+_1,0,0,0,0,0,20.69955445,0
hsa-mir-31-5p_+_2,0,0,0,0,0,0,0
hsa-mir-31-5p_+_3,0,0,0,0,0,0,0
hsa-mir-31-5p_+_4,0,0,0,0,0,0,0
hsa-mir-31-5p_+_5,0,0,0,0,0,0,0
hsa-mir-3116-1,0,0,7.698260937,0,0,0,0
hsa-mir-3116-2,0,0,7.698260937,0,0,0,0
hsa-mir-3117-3p,0,0,0,0,0,0,0
hsa-mir-3117-3p_+_1,0,0,0,0,0,0,0
hsa-mir-3120-3p,0,0,0,0,0,0,0
hsa-mir-3121-3p,0,0,0,0,0,0,0
hsa-mir-3124-5p,0,0,0,0,0,0,0
hsa-mir-3125,0,0,0,0,0,0,0
hsa-mir-3126-5p,0,0,0,0,0,0,0
hsa-mir-3126-5p_+_1,0,0,0,0,0,0,0
hsa-mir-3127-3p,0,0,0,0,0,0,0
hsa-mir-3127-3p_-_1,0,0,0,0,0,0,0
hsa-mir-3127-5p,20.96849579,0,15.39652187,20.90710978,0,78.81753424,50.50244254
hsa-mir-3127-5p_+_1,0,0,0,21.85743295,0,0,0
hsa-mir-3128_+_2,0,0,0,0,0,0,0
hsa-mir-3129-3p,0,0,0,0,0,0,0
hsa-mir-3129-3p_+_1,0,0,0,21.85743295,0,0,0
hsa-mir-3129-3p_+_3,0,0,0,0,0,0,0
hsa-mir-3129-5p,0,0,0,0,0,0,0
hsa-mir-3129-5p_+_2,0,0,0,18.05614027,0,0,0
hsa-mir-3130-1-3p,0,0,0,0,0,0,0
